#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 2.601250e-01 -6.292198e-02 -3.230470e-01  3.573097e-01
 1.095033e+00  4.118917e-01 -6.831414e-01  3.565075e-01
 2.457002e+00  2.021574e+00 -4.354273e-01  2.687862e-01
 3.991970e+00  4.508388e+00  5.164178e-01  2.011724e-01
 5.149231e+00  7.088239e+00  1.939008e+00  0.000000e+00
 5.491714e+00  8.597877e+00  3.106163e+00  0.000000e+00
 5.134147e+00  8.347716e+00  3.213569e+00  0.000000e+00
 4.617595e+00  7.066947e+00  2.449351e+00  1.844337e-01
 4.543749e+00  5.865354e+00  1.321605e+00  1.862064e-01
 5.171978e+00  5.388786e+00  2.168080e-01  0.000000e+00
 6.262571e+00  5.643924e+00 -6.186468e-01  0.000000e+00
 6.927841e+00  5.980397e+00 -9.474442e-01  0.000000e+00
 6.262415e+00  5.647724e+00 -6.146903e-01  0.000000e+00
 5.172170e+00  5.389560e+00  2.173898e-01  0.000000e+00
 4.545066e+00  5.867320e+00  1.322254e+00  1.861744e-01
 4.617703e+00  7.065098e+00  2.447396e+00  1.844311e-01
 5.134151e+00  8.347956e+00  3.213805e+00  0.000000e+00
 5.491633e+00  8.599105e+00  3.107472e+00  0.000000e+00
 5.149051e+00  7.086394e+00  1.937343e+00  0.000000e+00
 3.991980e+00  4.508640e+00  5.166596e-01  2.011721e-01
 2.457078e+00  2.021916e+00 -4.351627e-01  2.687814e-01
 1.095056e+00  4.115875e-01 -6.834688e-01  3.565071e-01
 2.600700e-01 -6.317206e-02 -3.232421e-01  3.573097e-01
 0.000000e+00  0.000000e+00  0.000000e+00  3.573097e-01
