#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 3.571219e-01  5.968586e-01  2.397367e-01  3.767458e-01
 1.368246e+00  1.390501e+00  2.225530e-02  3.649569e-01
 3.054432e+00  2.879203e+00 -1.752291e-01  2.492392e-01
 5.177775e+00  4.664690e+00 -5.130847e-01  0.000000e+00
 7.329870e+00  6.369310e+00 -9.605600e-01  0.000000e+00
 8.110043e+00  7.814167e+00 -2.958761e-01  0.000000e+00
 7.355239e+00  8.553133e+00  1.197894e+00  0.000000e+00
 6.191377e+00  8.563920e+00  2.372542e+00  0.000000e+00
 5.101771e+00  8.196526e+00  3.094755e+00  0.000000e+00
 4.542242e+00  8.033037e+00  3.490795e+00  1.963739e-01
 4.461635e+00  8.008159e+00  3.546524e+00  1.984748e-01
 4.654979e+00  7.991037e+00  3.336058e+00  1.935389e-01
 4.573031e+00  8.049921e+00  3.476890e+00  1.955880e-01
 4.664355e+00  7.843974e+00  3.179619e+00  1.933084e-01
 5.184308e+00  7.894490e+00  2.710182e+00  0.000000e+00
 6.252789e+00  8.176112e+00  1.923323e+00  0.000000e+00
 7.470625e+00  8.021546e+00  5.509218e-01  0.000000e+00
 8.228844e+00  7.444640e+00 -7.842042e-01  0.000000e+00
 7.525438e+00  6.231220e+00 -1.294218e+00  0.000000e+00
 5.361294e+00  4.596910e+00 -7.643839e-01  0.000000e+00
 3.155420e+00  2.766325e+00 -3.890946e-01  2.444085e-01
 1.477121e+00  1.318223e+00 -1.588980e-01  3.579153e-01
 4.011932e-01  3.685151e-01 -3.267809e-02  3.767458e-01
 0.000000e+00  0.000000e+00  0.000000e+00  3.767458e-01
