#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.662511e-01  4.458261e-01  2.795750e-01  2.563059e-01
 7.386038e-01  2.420824e+00  1.682220e+00  2.563059e-01
 1.831347e+00  6.244339e+00  4.412992e+00  2.247573e-01
 3.416715e+00  1.152709e+01  8.110370e+00  1.584844e-01
 5.010318e+00  1.741599e+01  1.240568e+01  0.000000e+00
 5.678715e+00  2.224837e+01  1.656965e+01  0.000000e+00
 4.957826e+00  1.707197e+01  1.211414e+01  1.268561e-01
 3.311760e+00  1.082048e+01  7.508719e+00  1.614967e-01
 1.704149e+00  5.506322e+00  3.802173e+00  2.317599e-01
 6.595363e-01  1.966305e+00  1.306769e+00  2.563059e-01
 1.447614e-01  3.162382e-01  1.714768e-01  2.563059e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.563059e-01
 1.444546e-01  3.102758e-01  1.658212e-01  2.563059e-01
 6.589853e-01  1.964382e+00  1.305396e+00  2.563059e-01
 1.703789e+00  5.509075e+00  3.805286e+00  2.317795e-01
 3.311618e+00  1.081519e+01  7.503573e+00  1.615009e-01
 4.958008e+00  1.707359e+01  1.211558e+01  1.268533e-01
 5.678875e+00  2.225082e+01  1.657194e+01  0.000000e+00
 5.011120e+00  1.742455e+01  1.241343e+01  0.000000e+00
 3.416106e+00  1.152514e+01  8.109033e+00  1.585014e-01
 1.830580e+00  6.249875e+00  4.419295e+00  2.247997e-01
 7.395049e-01  2.423330e+00  1.683825e+00  2.563059e-01
 1.662750e-01  4.316289e-01  2.653540e-01  2.563059e-01
 7.580316e-04 -1.772179e-02 -1.847982e-02  2.563059e-01
