#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 8.814806e-01  1.313916e-01 -7.500890e-01  3.024738e-01
 1.782847e+00  2.213281e+00  4.304347e-01  2.684043e-01
 3.673269e+00  5.957632e+00  2.284363e+00  1.790387e-01
 6.582480e+00  1.077526e+01  4.192780e+00  0.000000e+00
 1.022569e+01  1.563988e+01  5.414195e+00  0.000000e+00
 1.362821e+01  1.825460e+01  4.626394e+00  0.000000e+00
 1.079371e+01  1.559931e+01  4.805601e+00  0.000000e+00
 6.791753e+00  1.086436e+01  4.072610e+00  0.000000e+00
 3.473043e+00  6.209598e+00  2.736556e+00  1.851952e-01
 1.320456e+00  2.578893e+00  1.258437e+00  2.951714e-01
 2.831742e-01  5.805312e-01  2.973570e-01  3.024738e-01
 0.000000e+00  0.000000e+00  0.000000e+00  3.024738e-01
 2.844192e-01  5.494206e-01  2.650013e-01  3.024738e-01
 1.320369e+00  2.592027e+00  1.271659e+00  2.951751e-01
 3.472906e+00  6.225490e+00  2.752584e+00  1.851996e-01
 6.791645e+00  1.087080e+01  4.079156e+00  0.000000e+00
 1.079320e+01  1.559580e+01  4.802603e+00  0.000000e+00
 1.362795e+01  1.825239e+01  4.624438e+00  0.000000e+00
 1.022584e+01  1.565827e+01  5.432425e+00  0.000000e+00
 6.581436e+00  1.078527e+01  4.203834e+00  0.000000e+00
 3.672950e+00  5.947170e+00  2.274220e+00  1.790480e-01
 1.782502e+00  2.216954e+00  4.344516e-01  2.684267e-01
 8.805025e-01  9.716742e-02 -7.833351e-01  3.024738e-01
 6.783399e-01 -5.373046e-01 -1.215644e+00  3.024738e-01
