#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.248638e+01  1.500728e+01  2.520901e+00  0.000000e+00
 1.206584e+01  1.570116e+01  3.635321e+00  0.000000e+00
 1.242354e+01  1.694399e+01  4.520445e+00  0.000000e+00
 1.322327e+01  1.844128e+01  5.218008e+00  0.000000e+00
 1.370875e+01  1.909736e+01  5.388618e+00  0.000000e+00
 1.287510e+01  1.751127e+01  4.636176e+00  0.000000e+00
 1.056788e+01  1.400547e+01  3.437588e+00  0.000000e+00
 7.524727e+00  9.866531e+00  2.341804e+00  0.000000e+00
 4.488966e+00  5.868207e+00  1.379241e+00  2.361787e-01
 2.036856e+00  2.602521e+00  5.656650e-01  3.748890e-01
 5.056748e-01  5.728052e-01  6.713036e-02  4.499465e-01
 0.000000e+00  0.000000e+00  0.000000e+00  4.499465e-01
 5.056640e-01  5.721272e-01  6.646324e-02  4.499465e-01
 2.036855e+00  2.602560e+00  5.657047e-01  3.748891e-01
 4.488967e+00  5.868243e+00  1.379276e+00  2.361787e-01
 7.524722e+00  9.866534e+00  2.341812e+00  0.000000e+00
 1.056786e+01  1.400433e+01  3.436471e+00  0.000000e+00
 1.287508e+01  1.751195e+01  4.636869e+00  0.000000e+00
 1.370873e+01  1.909739e+01  5.388667e+00  0.000000e+00
 1.322325e+01  1.844752e+01  5.224273e+00  0.000000e+00
 1.242372e+01  1.695178e+01  4.528061e+00  0.000000e+00
 1.206585e+01  1.570153e+01  3.635684e+00  0.000000e+00
 1.248630e+01  1.498819e+01  2.501881e+00  0.000000e+00
 1.370311e+01  1.461469e+01  9.115824e-01  0.000000e+00
