#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 2.424568e+00 -6.420077e+00 -8.844645e+00  1.703636e-01
 1.255870e+00 -5.519995e+00 -6.775865e+00  2.212232e-01
 4.545189e-01 -3.062411e+00 -3.516930e+00  2.247584e-01
 1.098142e-03  3.857197e-01  3.846215e-01  2.247584e-01
 4.069267e-01  4.572186e+00  4.165259e+00  2.247584e-01
 1.579238e+00  9.093152e+00  7.513914e+00  2.090757e-01
 1.149924e+00  5.216177e+00  4.066253e+00  2.235128e-01
 7.356645e-01  5.381678e-01 -1.974967e-01  2.247584e-01
 1.249375e+00 -3.171895e+00 -4.421270e+00  2.213938e-01
 1.907431e+00 -5.457168e+00 -7.364599e+00  1.934165e-01
 2.937489e+00 -6.348382e+00 -9.285871e+00  1.522139e-01
 4.004320e+00 -5.929413e+00 -9.933733e+00  1.263091e-01
 2.500894e+00 -6.456729e+00 -8.957623e+00  1.673614e-01
 1.309100e+00 -5.764704e+00 -7.073804e+00  2.196891e-01
 4.560042e-01 -3.506737e+00 -3.962741e+00  2.247584e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.247584e-01
 4.405826e-01  4.539805e+00  4.099222e+00  2.247584e-01
 1.550966e+00  9.216988e+00  7.666022e+00  2.103453e-01
 1.176479e+00  5.159755e+00  3.983276e+00  2.230416e-01
 7.354003e-01  9.331682e-01  1.977679e-01  2.247584e-01
 1.205579e+00 -2.701277e+00 -3.906856e+00  2.224444e-01
 1.841278e+00 -5.228174e+00 -7.069453e+00  1.966119e-01
 2.823634e+00 -6.314170e+00 -9.137804e+00  1.558487e-01
 3.995820e+00 -5.947259e+00 -9.943079e+00  1.264702e-01
