#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 2.072797e-01  1.270702e+00  1.063422e+00  2.465066e-01
 8.232089e-01  4.908502e+00  4.085294e+00  2.465066e-01
 1.830139e+00  1.037498e+01  8.544843e+00  2.162284e-01
 3.077310e+00  1.690487e+01  1.382756e+01  1.623485e-01
 4.234779e+00  2.340817e+01  1.917339e+01  1.339666e-01
 4.731083e+00  2.756525e+01  2.283416e+01  1.254236e-01
 4.252795e+00  2.310300e+01  1.885021e+01  1.336273e-01
 3.127467e+00  1.664767e+01  1.352021e+01  1.607769e-01
 1.877656e+00  1.022574e+01  8.348083e+00  2.137066e-01
 8.451620e-01  4.919036e+00  4.073874e+00  2.465066e-01
 2.123960e-01  1.438137e+00  1.225741e+00  2.465066e-01
 2.670053e-04  2.319591e-01  2.316921e-01  2.465066e-01
 2.125523e-01  1.441542e+00  1.228990e+00  2.465066e-01
 8.451568e-01  4.925611e+00  4.080455e+00  2.465066e-01
 1.877056e+00  1.023047e+01  8.353418e+00  2.137384e-01
 3.127465e+00  1.664768e+01  1.352022e+01  1.607769e-01
 4.252791e+00  2.310286e+01  1.885007e+01  1.336273e-01
 4.731088e+00  2.756512e+01  2.283404e+01  1.254235e-01
 4.234777e+00  2.340358e+01  1.916880e+01  1.339666e-01
 3.077310e+00  1.690484e+01  1.382753e+01  1.623485e-01
 1.830147e+00  1.037524e+01  8.545089e+00  2.162279e-01
 8.232131e-01  4.908499e+00  4.085286e+00  2.465066e-01
 2.072784e-01  1.270705e+00  1.063426e+00  2.465066e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.465066e-01
