#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 2.608135e+00  3.963238e+00  1.355103e+00  2.063361e-01
 5.917527e-01  8.494779e-01  2.577251e-01  2.839427e-01
 5.755893e-02  9.334873e-02  3.578979e-02  2.839427e-01
 7.084833e-01  1.060307e+00  3.518239e-01  2.839427e-01
 2.261909e+00  2.976041e+00  7.141320e-01  2.237714e-01
 4.131307e+00  5.115173e+00  9.838654e-01  1.566115e-01
 3.372061e+00  5.726969e+00  2.354908e+00  1.769729e-01
 1.932605e+00  3.937094e+00  2.004489e+00  2.428202e-01
 1.439078e+00  3.201778e+00  1.762701e+00  2.717001e-01
 2.326288e+00  4.356133e+00  2.029845e+00  2.203136e-01
 4.492848e+00  7.641122e+00  3.148274e+00  1.489661e-01
 5.919918e+00  9.177944e+00  3.258025e+00  0.000000e+00
 2.817834e+00  4.257667e+00  1.439833e+00  1.971286e-01
 7.302265e-01  1.031107e+00  3.008803e-01  2.839427e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.839427e-01
 5.970376e-01  9.154816e-01  3.184440e-01  2.839427e-01
 2.044112e+00  2.898168e+00  8.540557e-01  2.361486e-01
 3.861508e+00  5.089523e+00  1.228015e+00  1.630883e-01
 4.398142e+00  5.193761e+00  7.956185e-01  1.508664e-01
 4.849999e+00  5.556814e+00  7.068152e-01  1.423679e-01
 5.396925e+00  6.183512e+00  7.865869e-01  0.000000e+00
 5.832826e+00  6.651947e+00  8.191214e-01  0.000000e+00
 6.453734e+00  7.784704e+00  1.330970e+00  0.000000e+00
 5.938013e+00  9.380258e+00  3.442245e+00  0.000000e+00
