#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 2.263646e-01 -3.893980e-01 -6.157626e-01  2.621183e-01
 9.342361e-01 -1.400604e-01 -1.074296e+00  2.621183e-01
 2.113165e+00  1.138736e+00 -9.744284e-01  2.142779e-01
 3.566698e+00  3.278437e+00 -2.882610e-01  1.579307e-01
 4.798703e+00  5.897373e+00  1.098670e+00  1.322528e-01
 5.281854e+00  7.823028e+00  2.541174e+00  0.000000e+00
 4.831187e+00  7.070660e+00  2.239473e+00  1.317270e-01
 3.698285e+00  4.870499e+00  1.172215e+00  1.545184e-01
 2.482628e+00  2.942688e+00  4.600608e-01  1.960070e-01
 1.625800e+00  1.820379e+00  1.945788e-01  2.413331e-01
 1.173035e+00  1.343847e+00  1.708117e-01  2.601922e-01
 1.038535e+00  1.239377e+00  2.008415e-01  2.620211e-01
 1.173994e+00  1.340976e+00  1.669825e-01  2.601712e-01
 1.625977e+00  1.809498e+00  1.835216e-01  2.413235e-01
 2.483676e+00  2.955399e+00  4.717230e-01  1.959594e-01
 3.698274e+00  4.865354e+00  1.167080e+00  1.545186e-01
 4.832322e+00  7.068807e+00  2.236485e+00  1.317087e-01
 5.282051e+00  7.824962e+00  2.542911e+00  0.000000e+00
 4.798841e+00  5.901252e+00  1.102411e+00  1.322506e-01
 3.566766e+00  3.282255e+00 -2.845111e-01  1.579288e-01
 2.113933e+00  1.121640e+00 -9.922924e-01  2.142370e-01
 9.342104e-01 -1.392329e-01 -1.073443e+00  2.621183e-01
 2.267003e-01 -4.551305e-01 -6.818309e-01  2.621183e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.621183e-01
