#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.457890e+00  5.708556e-01 -8.870346e-01  4.235088e-01
 3.680290e+00  2.476430e+00 -1.203860e+00  2.625958e-01
 6.316567e+00  5.267732e+00 -1.048834e+00  0.000000e+00
 8.717175e+00  8.694662e+00 -2.251207e-02  0.000000e+00
 1.081530e+01  1.256712e+01  1.751822e+00  0.000000e+00
 1.265320e+01  1.659070e+01  3.937500e+00  0.000000e+00
 1.423197e+01  2.013179e+01  5.899820e+00  0.000000e+00
 1.562013e+01  2.229740e+01  6.677279e+00  0.000000e+00
 1.695190e+01  2.282366e+01  5.871761e+00  0.000000e+00
 1.827235e+01  2.223725e+01  3.964906e+00  0.000000e+00
 1.814143e+01  2.184131e+01  3.699883e+00  0.000000e+00
 1.679514e+01  2.109564e+01  4.300502e+00  0.000000e+00
 1.577847e+01  2.041722e+01  4.638756e+00  0.000000e+00
 1.507809e+01  1.979179e+01  4.713701e+00  0.000000e+00
 1.440044e+01  1.915589e+01  4.755450e+00  0.000000e+00
 1.334987e+01  1.809323e+01  4.743354e+00  0.000000e+00
 1.165582e+01  1.592711e+01  4.271291e+00  0.000000e+00
 9.434688e+00  1.298188e+01  3.547190e+00  0.000000e+00
 7.030099e+00  9.718486e+00  2.688387e+00  0.000000e+00
 4.676485e+00  6.451479e+00  1.774994e+00  2.275426e-01
 2.526414e+00  3.567324e+00  1.040910e+00  3.287907e-01
 8.560181e-01  1.354226e+00  4.982076e-01  4.441489e-01
 0.000000e+00  0.000000e+00  0.000000e+00  4.441489e-01
 1.802513e-01 -2.534432e-01 -4.336944e-01  4.441489e-01
