#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 2.343701e-01  1.000186e+00  7.658156e-01  2.729480e-01
 1.066408e+00  3.974517e+00  2.908109e+00  2.726479e-01
 2.322086e+00  8.716182e+00  6.394096e+00  2.119968e-01
 3.800863e+00  1.461417e+01  1.081331e+01  1.582732e-01
 5.229233e+00  2.080331e+01  1.557408e+01  0.000000e+00
 5.865715e+00  2.586281e+01  1.999709e+01  0.000000e+00
 5.231391e+00  2.055451e+01  1.532312e+01  0.000000e+00
 3.797029e+00  1.432914e+01  1.053211e+01  1.583694e-01
 2.371520e+00  8.318733e+00  5.947213e+00  2.095036e-01
 1.194962e+00  3.689980e+00  2.495018e+00  2.704142e-01
 4.208823e-01  9.050270e-01  4.841447e-01  2.729480e-01
 2.063733e-01  1.493253e-03 -2.048801e-01  2.729480e-01
 5.141265e-01  1.020409e+00  5.062821e-01  2.729480e-01
 1.384254e+00  3.885525e+00  2.501271e+00  2.637105e-01
 2.645489e+00  8.723729e+00  6.078240e+00  1.967006e-01
 4.127706e+00  1.478965e+01  1.066194e+01  1.506259e-01
 5.601332e+00  2.123183e+01  1.563050e+01  0.000000e+00
 6.244829e+00  2.641670e+01  2.017187e+01  0.000000e+00
 5.577950e+00  2.107424e+01  1.549629e+01  0.000000e+00
 4.103934e+00  1.480140e+01  1.069747e+01  1.511477e-01
 2.557881e+00  8.872340e+00  6.314459e+00  2.006096e-01
 1.232978e+00  4.026537e+00  2.793558e+00  2.693649e-01
 3.189901e-01  1.031483e+00  7.124927e-01  2.729480e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.729480e-01
