#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 3.815804e+00  5.013845e+00  1.198041e+00  1.715146e-01
 4.001743e+00  7.904033e+00  3.902290e+00  1.666806e-01
 4.450332e+00  1.244027e+01  7.989938e+00  1.564267e-01
 4.838640e+00  1.760135e+01  1.276271e+01  1.488610e-01
 5.179261e+00  2.251482e+01  1.733556e+01  0.000000e+00
 4.940691e+00  2.699167e+01  2.205098e+01  1.470404e-01
 4.036027e+00  2.273578e+01  1.869975e+01  1.658299e-01
 2.903477e+00  1.677488e+01  1.387140e+01  2.021913e-01
 1.709974e+00  9.995261e+00  8.285287e+00  2.677208e-01
 6.053291e-01  4.608800e+00  4.003471e+00  2.964822e-01
 1.033791e-01  1.163265e+00  1.059886e+00  2.964822e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.964822e-01
 1.033819e-01  1.163207e+00  1.059825e+00  2.964822e-01
 6.053291e-01  4.608732e+00  4.003403e+00  2.964822e-01
 1.709965e+00  9.995496e+00  8.285530e+00  2.677214e-01
 2.902908e+00  1.680328e+01  1.390038e+01  2.022150e-01
 4.036202e+00  2.274049e+01  1.870429e+01  1.658256e-01
 4.940826e+00  2.698871e+01  2.204788e+01  1.470381e-01
 5.179298e+00  2.251348e+01  1.733418e+01  0.000000e+00
 4.838554e+00  1.760323e+01  1.276468e+01  1.488625e-01
 4.450397e+00  1.244259e+01  7.992195e+00  1.564254e-01
 4.001920e+00  7.905633e+00  3.903713e+00  1.666762e-01
 3.815802e+00  5.013849e+00  1.198047e+00  1.715146e-01
 3.809540e+00  4.021896e+00  2.123568e-01  1.716842e-01
