#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 0.000000e+00  0.000000e+00  0.000000e+00  2.397339e-01
 1.602345e-01  1.059832e-01 -5.425137e-02  2.397339e-01
 1.017569e+00  1.169948e+00  1.523794e-01  2.397154e-01
 2.486626e+00  2.991344e+00  5.047186e-01  1.791023e-01
 4.116024e+00  4.836494e+00  7.204694e-01  1.325214e-01
 5.005068e+00  5.691514e+00  6.864456e-01  0.000000e+00
 4.252669e+00  4.856782e+00  6.041131e-01  1.299582e-01
 2.548903e+00  2.988079e+00  4.391760e-01  1.765584e-01
 9.980977e-01  1.133778e+00  1.356802e-01  2.397339e-01
 1.372150e-01  6.381469e-02 -7.340030e-02  2.397339e-01
 2.557101e-03  6.719020e-02  6.463310e-02  2.397339e-01
 1.977878e-01  5.072599e-01  3.094721e-01  2.397339e-01
 2.685113e-03  5.436937e-02  5.168426e-02  2.397339e-01
 1.373543e-01  8.065550e-02 -5.669880e-02  2.397339e-01
 9.977376e-01  1.127740e+00  1.300024e-01  2.397339e-01
 2.548584e+00  2.985974e+00  4.373903e-01  1.765712e-01
 4.252763e+00  4.865972e+00  6.132087e-01  1.299565e-01
 5.008443e+00  5.695410e+00  6.869675e-01  0.000000e+00
 4.115975e+00  4.837404e+00  7.214285e-01  1.325223e-01
 2.486786e+00  2.989136e+00  5.023495e-01  1.790957e-01
 1.017594e+00  1.169050e+00  1.514559e-01  2.397153e-01
 1.604994e-01  1.014186e-01 -5.908072e-02  2.397339e-01
 9.034254e-03  1.195727e-02  2.923015e-03  2.397339e-01
 2.007020e-01  4.383475e-01  2.376455e-01  2.397339e-01
