#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.145197e+00  2.108255e+00  9.630582e-01  2.244082e-01
 6.280316e-01  1.619231e+00  9.911990e-01  2.255817e-01
 7.985698e-01  2.492383e+00  1.693813e+00  2.255817e-01
 1.599804e+00  4.431302e+00  2.831498e+00  2.088998e-01
 2.708077e+00  6.727336e+00  4.019258e+00  1.603433e-01
 3.700913e+00  8.706527e+00  5.005613e+00  1.329232e-01
 2.897676e+00  7.417008e+00  4.519331e+00  1.540234e-01
 1.578407e+00  4.488138e+00  2.909732e+00  2.098794e-01
 5.247812e-01  1.841970e+00  1.317189e+00  2.255817e-01
 3.219126e-04 -7.663195e-04 -1.088232e-03  2.255817e-01
 2.239362e-01 -5.899122e-01 -8.138484e-01  2.255817e-01
 1.300982e+00  2.840316e-01 -1.016950e+00  2.207438e-01
 2.249690e-01 -5.872217e-01 -8.121907e-01  2.255817e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.255817e-01
 5.270283e-01  1.858873e+00  1.331845e+00  2.255817e-01
 1.578713e+00  4.489051e+00  2.910337e+00  2.098655e-01
 2.899407e+00  7.419709e+00  4.520302e+00  1.539685e-01
 3.700915e+00  8.706234e+00  5.005320e+00  1.329232e-01
 2.707791e+00  6.719926e+00  4.012135e+00  1.603533e-01
 1.600268e+00  4.430142e+00  2.829873e+00  2.088784e-01
 7.984820e-01  2.492556e+00  1.694074e+00  2.255817e-01
 6.280196e-01  1.620831e+00  9.928109e-01  2.255817e-01
 1.147651e+00  2.169315e+00  1.021664e+00  2.243688e-01
 2.226990e+00  4.061246e+00  1.834257e+00  1.793000e-01
