#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 1.145197e+00 -6.140065e-01 -1.759203e+00  2.244082e-01
 6.280316e-01  1.018555e+00  3.905239e-01  2.255817e-01
 7.985698e-01  5.132710e+00  4.334140e+00  2.255817e-01
 1.599804e+00  1.109023e+01  9.490429e+00  2.088998e-01
 2.708077e+00  1.769820e+01  1.499012e+01  1.603433e-01
 3.700913e+00  2.363974e+01  1.993883e+01  1.329232e-01
 2.897676e+00  1.893475e+01  1.603707e+01  1.540234e-01
 1.578407e+00  1.189741e+01  1.031900e+01  2.098794e-01
 5.247812e-01  5.228161e+00  4.703379e+00  2.255817e-01
 3.219126e-04 -6.062085e-04 -9.281211e-04  2.255817e-01
 2.239362e-01 -2.899872e+00 -3.123808e+00  2.255817e-01
 1.300982e+00 -3.008318e+00 -4.309300e+00  2.207438e-01
 2.249690e-01 -2.896072e+00 -3.121041e+00  2.255817e-01
 0.000000e+00  0.000000e+00  0.000000e+00  2.255817e-01
 5.270283e-01  5.253301e+00  4.726273e+00  2.255817e-01
 1.578713e+00  1.189935e+01  1.032064e+01  2.098655e-01
 2.899407e+00  1.893013e+01  1.603073e+01  1.539685e-01
 3.700915e+00  2.363912e+01  1.993821e+01  1.329232e-01
 2.707791e+00  1.769105e+01  1.498326e+01  1.603533e-01
 1.600268e+00  1.108925e+01  9.488979e+00  2.088784e-01
 7.984820e-01  5.133046e+00  4.334564e+00  2.255817e-01
 6.280196e-01  1.020594e+00  3.925746e-01  2.255817e-01
 1.147651e+00 -5.567032e-01 -1.704355e+00  2.243688e-01
 2.226990e+00  6.580711e-01 -1.568919e+00  1.793000e-01
