#    QMEnergy      MMEnergy  Delta(MM-QM)        Weight
 3.185759e+01  2.663835e+01 -5.219235e+00  0.000000e+00
 2.196509e+01  1.823911e+01 -3.725983e+00  0.000000e+00
 1.364352e+01  1.045633e+01 -3.187186e+00  0.000000e+00
 7.238752e+00  4.420562e+00 -2.818190e+00  0.000000e+00
 2.883167e+00  7.149629e-01 -2.168204e+00  3.451016e-01
 5.051582e-01 -7.293387e-01 -1.234497e+00  5.039204e-01
 0.000000e+00  0.000000e+00  0.000000e+00  5.039204e-01
 5.051516e-01 -7.243575e-01 -1.229509e+00  5.039204e-01
 2.883116e+00  7.079536e-01 -2.175163e+00  3.451052e-01
 7.238662e+00  4.413529e+00 -2.825133e+00  0.000000e+00
 1.364520e+01  1.046886e+01 -3.176339e+00  0.000000e+00
 2.196573e+01  1.824461e+01 -3.721126e+00  0.000000e+00
 3.185750e+01  2.663752e+01 -5.219982e+00  0.000000e+00
